id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes
146039,168403,21982,2016-05-12 00:00:00,66,66,right,medium,medium,43,19,64,42,48,30,43,49,26,48,49,63,46,70,45,55,74,58,70,35,85,72,24,40,54,69,63,64,10,13,12,14,11
146076,208384,308843,2016-02-25 00:00:00,68,72,right,low,medium,62,39,59,72,53,57,49,41,66,70,64,64,52,68,52,53,64,71,64,50,73,69,53,60,63,63,67,60,15,10,14,6,7
146088,186817,118601,2014-03-21 00:00:00,68,73,right,None,3,49,33,67,60,39,45,44,35,54,55,57,62,54,61,58,58,71,60,77,38,76,67,28,44,49,68,70,68,5,10,11,13,11
146102,45435,35409,2011-08-30 00:00:00,60,60,right,medium,low,61,60,57,70,61,72,70,59,57,70,50,58,83,55,70,59,64,33,60,51,43,22,51,71,63,20,30,12,15,8,15,14,8
146107,201400,242469,2016-04-21 00:00:00,79,84,left,medium,medium,69,69,55,86,69,87,68,61,74,85,77,76,81,76,79,75,75,68,67,79,44,68,77,80,67,47,74,66,11,6,15,13,7
146138,168607,27303,2015-10-30 00:00:00,78,78,right,medium,medium,81,37,54,78,50,74,79,58,70,76,76,73,82,77,83,61,72,78,52,42,88,77,66,63,65,80,78,84,15,7,16,12,15
146165,205951,49451,2016-03-24 00:00:00,68,68,right,medium,medium,69,57,62,67,54,64,74,54,65,66,61,58,60,66,57,71,64,69,68,61,71,69,63,59,48,66,71,72,7,12,13,7,12
146182,146702,38406,2014-05-09 00:00:00,68,68,right,high,medium,64,41,47,54,53,67,61,58,57,63,79,85,79,72,71,71,77,90,70,52,81,65,74,54,54,61,68,68,6,13,5,9,10
146200,140620,26660,2015-09-21 00:00:00,77,77,left,high,medium,52,38,78,72,34,56,48,34,73,70,63,69,61,75,56,67,78,75,78,56,77,75,38,60,44,80,82,77,11,15,11,10,12
146225,202652,246575,2016-03-24 00:00:00,81,87,right,high,medium,71,73,38,77,59,86,64,49,67,84,94,92,90,79,91,68,60,75,64,70,34,26,81,76,63,48,58,54,15,12,12,15,9
146258,221120,489959,2016-02-04 00:00:00,65,75,right,high,medium,45,64,70,66,65,62,62,67,62,67,66,62,59,60,63,73,68,64,70,65,56,33,66,67,68,36,31,23,13,9,15,7,16
146265,188540,143945,2016-06-09 00:00:00,67,71,right,medium,medium,58,51,38,64,51,76,67,57,51,72,84,85,81,57,74,69,56,67,65,54,57,34,62,60,63,27,35,36,16,14,11,16,12
146292,230037,174690,2016-02-11 00:00:00,68,70,left,high,medium,65,28,50,63,38,66,55,30,60,62,74,77,70,65,72,55,66,80,68,28,70,58,60,44,43,69,72,76,10,6,9,15,12
146297,179783,49586,2016-04-21 00:00:00,83,84,right,medium,medium,14,11,14,25,11,15,18,11,26,24,38,47,39,85,36,24,72,32,79,9,36,23,11,42,21,12,12,10,83,83,51,84,87
146335,177288,36039,2014-10-24 00:00:00,66,66,right,medium,medium,41,34,64,60,37,27,40,33,52,49,45,42,39,65,48,58,59,64,81,43,74,66,26,38,41,65,67,60,15,6,15,12,12
146353,206109,399549,2016-05-12 00:00:00,68,76,right,medium,medium,59,40,60,72,44,69,50,46,68,68,70,67,76,76,79,70,64,79,69,61,70,69,60,62,52,56,66,62,9,5,10,9,5
146380,152211,42909,2016-01-07 00:00:00,73,73,left,medium,medium,12,14,14,34,13,13,14,19,26,14,52,51,48,73,36,23,71,36,72,17,32,22,10,32,16,12,14,13,73,71,71,73,75
146411,194858,186621,2015-11-12 00:00:00,72,73,left,medium,medium,63,27,74,66,24,55,38,40,65,65,62,69,58,70,56,64,76,75,78,34,71,68,38,57,45,73,74,72,10,14,12,16,14
146432,184943,79574,2016-01-21 00:00:00,80,80,right,high,high,76,67,75,83,69,82,69,50,74,82,86,89,78,84,75,75,81,94,59,66,79,77,73,76,67,76,82,78,12,6,9,12,9
146458,199667,213878,2016-03-10 00:00:00,75,79,left,None,1,73,27,77,62,25,63,49,58,55,64,69,75,66,71,61,69,78,75,79,59,81,71,49,47,52,75,78,76,9,9,13,10,7
146481,202124,163830,2012-08-31 00:00:00,61,71,right,medium,medium,41,45,48,66,39,46,50,48,59,62,65,64,63,72,61,58,59,74,58,46,61,59,57,69,49,54,55,52,15,12,8,8,12
146486,211231,362855,2016-01-28 00:00:00,68,76,right,medium,medium,47,37,51,72,41,60,51,46,67,70,74,79,72,64,84,74,91,90,44,60,70,69,49,65,58,63,68,61,8,7,14,10,11
146504,218654,68516,2016-03-10 00:00:00,72,72,right,medium,low,33,76,78,62,68,65,42,41,52,68,54,55,58,69,46,81,63,55,86,60,81,15,77,48,71,18,21,23,9,13,9,13,7
146515,223290,115862,2015-09-25 00:00:00,57,61,right,high,medium,51,41,42,54,42,62,49,45,53,64,70,69,60,58,83,61,59,60,59,43,46,33,46,61,53,42,31,42,12,7,16,10,12
146522,172850,37195,2015-12-03 00:00:00,72,72,right,medium,medium,59,36,74,68,45,47,47,41,69,67,67,73,67,64,60,50,85,75,83,58,67,72,54,59,65,72,71,70,7,7,7,12,7
146543,136839,31296,2016-04-07 00:00:00,70,70,left,medium,medium,53,34,72,67,38,41,48,26,63,67,37,50,58,61,65,64,82,69,67,44,74,71,50,58,51,65,73,73,8,14,12,8,13
146562,224196,559065,2016-02-04 00:00:00,69,79,left,medium,medium,65,49,72,65,43,65,51,37,62,65,70,71,59,70,59,47,76,65,79,43,79,72,44,55,43,69,73,72,6,13,14,7,14
146572,175749,38233,2011-02-22 00:00:00,69,72,right,None,o,71,63,58,74,64,67,79,83,76,73,60,58,72,64,63,76,59,65,63,74,58,66,66,75,68,48,58,56,9,10,14,14,8
146579,193056,213722,2012-02-22 00:00:00,64,73,right,high,medium,34,65,64,43,54,58,36,43,37,64,68,76,69,64,67,67,74,66,76,55,67,21,63,39,53,19,20,17,5,13,13,12,11
146582,211999,304348,2016-03-10 00:00:00,67,76,right,medium,high,42,33,66,68,29,52,38,41,66,65,58,65,58,59,58,58,66,79,78,51,71,68,43,55,46,65,70,66,9,13,11,12,8
146606,198573,231811,2016-02-04 00:00:00,71,72,right,medium,medium,27,29,53,70,34,44,52,46,65,62,31,33,33,67,34,73,33,82,92,54,72,76,54,69,44,52,84,63,12,6,6,10,15
146616,202400,183542,2014-09-19 00:00:00,63,66,right,medium,low,51,49,61,57,68,71,63,60,54,65,65,65,70,65,60,63,58,44,59,61,53,46,68,62,62,44,43,36,9,9,6,6,8
146633,209889,352994,2016-05-05 00:00:00,75,81,left,medium,high,75,70,61,72,70,77,65,58,70,76,84,82,83,71,84,74,60,75,56,71,69,70,71,68,37,74,74,72,12,6,8,11,8
146652,228589,500934,2016-02-04 00:00:00,69,80,right,medium,medium,54,49,50,73,67,71,59,73,68,75,67,64,63,73,70,79,56,73,61,67,59,57,65,68,69,44,53,48,13,15,12,9,13
146659,204493,215170,2016-01-21 00:00:00,69,73,left,high,medium,74,64,65,75,54,68,72,73,72,77,53,53,56,66,47,78,34,66,82,69,74,64,68,67,57,62,65,63,13,12,8,8,15
146680,198212,181275,2015-05-15 00:00:00,54,59,right,medium,medium,54,36,53,62,41,46,40,50,54,54,63,64,63,57,60,56,58,52,61,47,55,56,37,44,56,50,53,51,14,5,5,5,14
146695,184423,212863,2016-06-02 00:00:00,65,65,right,medium,medium,64,54,55,66,63,64,54,66,65,65,72,73,75,66,62,64,55,67,58,65,63,37,65,65,58,14,15,13,14,6,14,6,13
146704,19975,25860,2015-09-21 00:00:00,71,71,left,medium,medium,72,68,58,70,77,69,69,70,68,74,79,71,71,63,70,75,73,71,60,76,55,52,79,66,53,55,56,46,9,12,8,15,10
146725,47903,27433,2016-03-10 00:00:00,71,71,left,medium,medium,14,11,13,13,12,12,13,12,13,18,28,34,48,73,30,23,66,15,78,11,39,23,10,31,19,11,13,12,66,69,58,74,75
146758,201535,230982,2015-10-23 00:00:00,82,89,right,medium,medium,36,40,83,72,42,57,46,54,74,75,78,80,58,78,47,52,74,69,82,53,73,85,44,56,43,83,85,84,11,11,9,5,14
146777,186941,94139,2016-06-16 00:00:00,69,69,right,medium,medium,11,11,16,19,11,14,13,11,18,20,36,37,43,69,31,24,65,27,74,13,28,14,10,25,23,14,13,14,74,65,59,65,75
146806,181445,32920,2016-06-16 00:00:00,72,72,right,medium,medium,38,38,71,61,35,48,42,24,62,61,59,59,56,70,56,36,82,51,75,35,65,73,36,41,46,72,77,78,11,8,8,8,15
146830,167599,27995,2016-03-17 00:00:00,79,79,right,high,medium,74,60,68,85,77,64,88,89,84,81,63,66,76,82,60,86,63,90,70,79,75,77,74,85,85,70,76,69,16,12,14,7,9
146850,189431,119760,2016-05-19 00:00:00,68,70,right,medium,medium,60,66,58,68,59,70,67,36,52,72,68,68,71,72,51,72,34,75,70,64,34,29,73,72,54,23,38,36,12,10,12,13,10
146873,157305,26459,2016-03-17 00:00:00,69,69,right,medium,medium,65,53,65,74,69,58,77,74,63,73,50,35,62,72,70,78,41,73,71,74,73,66,63,58,68,71,72,70,7,11,7,16,8
146895,207997,477471,2015-11-26 00:00:00,74,75,right,medium,medium,41,51,73,65,66,32,32,45,64,58,33,53,41,73,36,44,68,63,88,31,74,71,30,42,42,77,81,66,12,15,11,12,11
146906,157481,34029,2016-04-07 00:00:00,81,81,right,low,medium,38,27,77,71,31,54,53,45,65,67,60,62,55,78,56,65,77,62,82,53,79,83,30,49,37,85,85,83,8,6,5,9,8
146932,146743,33898,2014-02-14 00:00:00,68,68,left,medium,medium,70,32,62,61,37,51,65,50,55,64,58,68,47,67,70,69,52,60,78,45,79,64,23,50,48,69,74,72,14,11,15,7,5
146949,146453,74751,2016-05-12 00:00:00,67,67,right,high,high,61,45,52,65,40,61,56,40,50,64,82,83,89,70,88,60,79,81,65,45,75,55,51,53,49,68,64,70,8,15,10,13,15
146973,195002,183701,2013-06-07 00:00:00,57,62,right,medium,medium,8,13,13,12,13,13,19,15,23,15,55,56,50,54,63,11,69,32,38,13,38,24,14,27,14,12,11,14,65,54,50,46,63
146982,203928,50651,2015-03-20 00:00:00,70,70,left,medium,medium,25,25,25,25,25,25,25,25,31,24,48,49,55,79,31,25,53,35,61,25,38,25,25,25,25,25,25,25,70,68,59,67,74
147002,186680,96618,2016-03-17 00:00:00,66,66,right,medium,medium,23,13,13,25,22,16,24,14,23,14,36,47,40,56,49,24,53,32,79,24,21,21,11,31,24,11,11,11,61,77,62,68,62
147025,171579,33871,2016-03-31 00:00:00,81,81,right,high,medium,81,78,88,87,55,79,74,68,85,85,68,65,64,87,63,86,73,78,81,75,83,65,85,82,76,54,71,63,14,16,14,16,15
147052,226285,581726,2016-02-18 00:00:00,69,83,right,medium,medium,21,17,15,24,14,21,20,18,22,23,45,49,31,68,39,20,51,40,75,12,34,21,14,51,11,14,14,19,73,64,60,69,75
147059,204838,292313,2016-04-21 00:00:00,76,80,right,high,medium,69,74,83,73,77,74,70,45,67,75,77,78,78,75,55,76,70,78,76,63,73,33,82,71,84,23,32,28,7,11,13,14,10
147100,199101,477498,2015-11-26 00:00:00,68,72,left,medium,medium,11,12,15,15,14,12,13,16,22,15,47,55,70,56,58,25,73,41,52,12,24,17,16,33,24,12,14,13,66,71,56,69,74
147115,183249,66940,2016-02-11 00:00:00,78,78,right,high,medium,76,79,76,75,76,81,79,68,59,76,69,73,67,75,78,84,81,77,90,73,86,27,76,65,68,21,51,24,13,13,12,8,11
147145,148224,25923,2015-09-21 00:00:00,76,76,right,medium,medium,74,66,64,78,78,76,78,76,77,78,69,74,70,78,74,84,70,78,72,81,82,78,74,74,75,74,64,72,12,10,6,6,13
147169,198614,173965,2016-06-16 00:00:00,74,74,right,None,1,48,36,79,60,44,25,34,65,53,60,58,55,56,61,65,72,78,72,78,41,85,70,39,46,46,74,78,77,10,16,9,12,10
147187,201537,230993,2015-10-16 00:00:00,73,73,right,medium,medium,51,18,61,65,13,37,50,47,64,56,61,68,61,76,60,31,77,68,74,24,87,73,24,49,52,79,73,78,12,14,9,7,6
147204,213430,103386,2016-05-19 00:00:00,70,70,right,high,low,73,72,75,65,69,65,77,75,58,64,72,68,65,62,62,71,72,65,71,70,58,24,76,63,74,23,25,20,6,11,10,10,7
147225,2264,32764,2015-06-05 00:00:00,67,67,right,high,medium,61,70,58,65,57,62,67,60,55,67,53,53,59,83,67,63,45,40,57,66,56,31,84,71,61,25,22,25,14,15,9,11,5
147246,45661,30655,2012-02-22 00:00:00,81,81,left,high,medium,68,85,75,82,84,82,67,71,61,85,66,61,76,85,73,74,69,72,66,67,51,43,88,81,76,18,26,21,6,5,15,12,13
147256,198240,498603,2015-12-03 00:00:00,66,68,left,high,medium,64,41,45,54,34,53,55,64,53,58,75,76,78,49,76,58,81,81,71,41,53,67,46,52,47,72,68,70,13,6,11,15,9
147273,201155,231804,2016-05-12 00:00:00,76,80,right,medium,low,68,66,49,78,65,81,62,61,74,79,78,78,79,69,76,67,48,69,63,67,63,35,70,79,56,35,55,43,14,15,13,12,8
147305,178084,41163,2016-01-21 00:00:00,65,65,right,high,low,59,60,52,61,53,63,58,56,58,64,86,85,85,70,81,62,80,58,34,59,49,33,66,62,54,23,26,17,16,8,6,13,8
147323,165269,40010,2016-03-10 00:00:00,64,64,right,medium,medium,63,60,64,63,61,68,62,62,52,67,79,76,64,63,57,68,50,24,68,57,59,23,64,61,65,22,29,23,14,12,11,14,14
147347,143674,40220,2016-05-19 00:00:00,75,75,left,high,medium,81,52,69,73,62,64,82,74,75,69,68,77,69,76,71,67,67,78,72,61,64,75,63,71,51,76,76,78,9,13,11,16,9
147378,221456,570760,2016-06-09 00:00:00,60,74,right,medium,medium,41,20,59,55,18,48,31,23,45,49,63,65,51,50,50,53,57,60,70,17,64,52,21,29,44,60,66,58,12,9,7,11,8
147394,226563,609734,2016-03-10 00:00:00,60,74,right,high,medium,43,64,62,51,44,53,50,40,43,58,79,77,73,64,86,55,61,78,39,58,31,24,63,51,61,22,20,17,14,9,10,15,13
147402,225908,575789,2016-04-14 00:00:00,65,85,right,medium,medium,34,22,64,62,36,46,35,36,51,60,68,74,58,62,53,49,67,69,67,37,64,62,34,53,48,65,67,65,10,11,7,9,14
147409,225462,750435,2016-04-14 00:00:00,60,74,right,medium,low,35,57,55,60,52,63,56,37,54,59,79,76,66,61,78,57,58,57,46,50,34,13,59,58,61,18,19,21,9,10,8,10,11
147418,172322,119117,2016-05-26 00:00:00,71,71,right,high,medium,68,54,62,67,67,67,69,67,64,69,78,76,78,70,75,75,81,73,62,71,73,69,66,66,59,71,72,74,13,12,11,6,15
147437,149077,33817,2013-08-09 00:00:00,71,71,right,high,medium,66,66,48,70,70,74,66,56,56,75,79,88,83,71,83,72,67,76,69,72,69,48,74,64,66,38,49,46,14,12,11,6,8
147448,218624,508421,2015-01-23 00:00:00,66,70,right,medium,medium,57,62,47,61,57,71,49,29,53,68,82,76,77,67,80,67,81,71,43,56,49,32,66,56,58,25,36,37,11,10,8,6,10
147456,189768,150318,2008-08-30 00:00:00,59,63,right,,_0,50,60,65,42,,63,,50,48,50,61,62,,62,,57,,57,60,68,58,42,41,,44,22,22,,2,22,48,22,22
147458,192560,200515,2015-09-21 00:00:00,72,77,right,medium,medium,58,59,55,73,54,71,49,57,69,74,83,78,80,74,81,64,70,84,73,57,69,74,67,73,61,64,67,61,15,16,15,16,9
147480,120060,46877,2014-01-17 00:00:00,68,68,left,medium,medium,70,52,68,67,66,64,67,72,67,67,78,75,71,69,57,85,80,72,78,72,69,68,62,58,58,66,68,64,6,7,6,7,12
147496,200130,210115,2015-09-21 00:00:00,65,72,right,medium,medium,58,57,52,69,45,64,35,31,66,62,58,65,57,70,70,64,54,65,68,58,62,70,59,62,61,57,63,51,9,14,13,9,16
147510,213313,427855,2016-03-10 00:00:00,68,79,left,medium,medium,58,54,45,72,48,68,56,50,67,70,66,69,82,69,75,69,60,74,60,59,64,65,50,73,54,59,68,61,14,7,12,8,16
147526,162328,26547,2015-09-21 00:00:00,70,70,right,medium,medium,11,12,13,30,16,11,15,13,11,30,46,40,57,69,36,26,65,32,78,16,29,13,15,49,28,13,13,12,72,67,60,74,72
147542,228874,656683,2016-03-31 00:00:00,57,73,right,medium,high,39,31,65,60,33,49,40,42,58,51,56,52,50,53,61,51,62,51,68,32,60,55,41,39,46,57,60,63,10,15,13,10,12
147550,202024,201704,2016-04-21 00:00:00,67,72,right,medium,medium,69,63,39,69,43,59,49,70,68,65,72,69,72,69,61,69,58,79,66,61,57,61,74,72,61,56,54,54,12,8,9,14,13
147569,179567,73463,2013-10-11 00:00:00,56,65,right,high,medium,59,59,55,49,51,62,52,44,41,58,66,68,50,54,54,51,56,60,59,56,56,37,61,41,51,27,26,28,8,14,6,12,11
147574,148842,26655,2008-08-30 00:00:00,63,66,right,None,o,57,34,62,71,,68,,43,68,64,64,61,,56,,34,,72,69,49,38,62,57,,65,45,43,,11,24,68,24,24
147577,199625,184522,2016-02-18 00:00:00,66,66,left,high,low,66,35,54,61,50,64,72,55,46,61,73,75,67,66,76,74,72,76,68,66,71,62,59,54,60,65,66,69,10,9,16,16,14
147590,193476,199834,2016-04-14 00:00:00,79,81,right,medium,medium,76,72,58,78,72,86,75,81,72,83,86,80,89,73,84,76,42,73,53,74,47,46,75,81,73,47,55,53,12,16,12,13,7
147614,112352,5202,2016-05-05 00:00:00,71,71,right,low,high,53,53,67,70,48,56,38,55,65,70,51,43,42,68,69,70,64,77,83,65,81,75,49,63,49,60,75,69,16,7,14,11,8
147639,168965,40714,2016-04-28 00:00:00,77,77,right,medium,medium,14,11,12,42,13,12,13,15,34,23,58,57,39,73,57,21,69,32,79,13,29,28,18,39,23,14,13,12,76,77,81,77,79
147662,5594,26167,2016-05-12 00:00:00,76,76,right,medium,medium,10,10,10,24,10,12,11,11,34,21,36,38,31,70,44,18,58,26,63,12,25,27,16,31,23,12,11,11,78,75,76,76,78
147683,207412,79775,2016-03-24 00:00:00,74,75,right,medium,medium,78,70,41,76,69,73,72,78,72,79,69,63,65,76,66,78,54,59,61,73,36,45,73,77,58,31,44,50,13,10,14,10,9
147697,152825,19512,2013-05-17 00:00:00,67,67,right,medium,medium,56,52,65,67,54,59,58,46,60,64,56,56,63,67,56,67,65,80,75,60,78,59,47,64,45,70,70,63,9,7,9,15,8
147708,178328,121960,2014-05-02 00:00:00,69,73,left,medium,medium,70,61,54,74,50,64,73,72,72,73,63,54,61,65,68,84,56,68,77,77,70,65,60,64,55,64,72,70,11,15,8,7,10
147721,176934,19435,2014-04-18 00:00:00,74,74,right,medium,medium,25,25,25,34,25,25,25,25,33,25,31,39,37,73,38,28,70,32,65,25,25,25,25,25,21,25,25,25,75,69,73,74,77
147736,198056,202215,2014-06-06 00:00:00,67,75,right,medium,medium,25,25,25,23,25,25,25,25,25,25,39,35,32,58,33,25,67,37,61,25,25,26,25,25,25,25,25,25,69,67,60,64,72
147749,176771,127825,2011-02-22 00:00:00,70,74,right,None,o,66,71,55,72,66,83,63,55,58,78,83,74,81,74,44,66,50,61,40,68,31,21,67,70,67,30,43,23,6,12,9,15,14
147753,169195,34681,2014-07-18 00:00:00,76,80,right,medium,medium,78,62,56,79,76,79,78,74,78,80,66,69,66,77,66,80,67,72,78,81,42,31,74,78,67,25,23,41,5,10,15,14,7
147775,152993,40020,2015-09-21 00:00:00,76,76,right,medium,medium,53,47,85,60,55,31,37,47,52,57,53,45,34,68,32,58,66,58,90,55,79,75,34,48,58,78,78,70,13,6,16,14,10
147793,204738,207243,2016-02-25 00:00:00,72,75,right,medium,high,73,57,47,69,64,77,60,61,63,74,89,84,79,67,77,70,67,77,71,68,69,56,65,63,57,46,48,40,6,9,14,13,8
147815,199663,173449,2015-11-26 00:00:00,74,77,right,high,high,69,54,75,76,61,69,63,67,78,74,54,68,63,73,58,83,69,89,84,73,82,72,72,72,75,65,74,68,16,14,13,11,12
147847,230767,589344,2016-05-12 00:00:00,76,88,right,high,high,59,65,64,77,67,77,59,68,70,76,83,86,82,81,80,85,80,92,81,77,90,77,77,71,68,66,69,64,5,12,6,13,14
147863,210258,209507,2016-04-14 00:00:00,67,72,right,medium,medium,69,66,51,64,58,70,50,69,52,67,75,77,68,67,76,66,40,65,60,58,41,29,65,59,59,22,32,29,10,10,15,12,8
147869,210537,384376,2016-05-05 00:00:00,72,78,left,high,medium,63,69,61,65,79,76,66,67,70,74,84,82,82,63,84,73,84,74,53,69,36,19,71,69,55,26,32,35,16,13,12,8,6
147896,220673,489288,2016-03-17 00:00:00,71,80,right,high,high,59,56,75,71,63,79,73,65,60,77,69,65,72,71,67,71,79,84,82,68,83,67,63,71,69,57,70,65,16,14,7,15,8
147912,46160,30443,2016-03-10 00:00:00,73,73,right,medium,medium,69,63,78,83,74,71,73,71,80,80,62,52,60,80,69,78,74,55,74,66,66,71,69,75,76,66,73,55,10,11,15,10,6
147937,207747,496549,2014-01-10 00:00:00,56,64,right,medium,medium,27,29,60,57,35,38,29,32,52,47,33,34,45,49,61,45,60,57,66,28,54,63,27,38,43,65,66,64,13,13,7,15,10
147943,112365,26051,2016-04-21 00:00:00,73,73,right,medium,medium,71,69,70,77,68,73,73,71,77,74,65,68,71,73,72,73,70,70,70,71,74,70,66,72,78,62,71,60,6,16,16,15,9
147960,215927,466203,2016-03-17 00:00:00,69,72,right,medium,low,48,75,72,60,69,59,64,66,33,64,67,70,65,70,60,67,67,65,72,60,36,38,75,58,70,15,18,21,16,12,6,10,14
147980,121933,27424,2016-01-07 00:00:00,80,80,right,medium,medium,13,14,10,39,18,13,12,13,36,20,46,37,49,81,43,23,69,22,66,14,25,17,7,38,21,12,12,13,80,78,73,79,84
148010,192205,170667,2016-06-02 00:00:00,75,77,right,medium,medium,61,50,59,79,47,63,61,55,74,75,50,54,52,74,49,66,67,74,79,57,71,80,53,66,59,61,81,64,10,10,10,15,5
148032,174360,35891,2012-08-31 00:00:00,67,73,right,medium,medium,69,62,59,73,63,71,64,70,71,72,74,69,72,67,73,64,61,66,58,68,63,48,68,72,72,47,40,38,5,15,5,10,14
148040,199698,208986,2014-01-03 00:00:00,63,69,right,medium,medium,61,53,58,64,61,66,56,63,61,66,71,70,72,63,71,69,68,58,56,64,61,58,56,62,52,51,58,56,7,7,12,7,5
148055,184204,52160,2015-09-21 00:00:00,67,67,right,medium,medium,20,12,16,23,24,13,16,18,33,18,57,52,54,55,62,22,61,43,58,10,42,25,20,55,21,13,17,14,70,65,74,65,73
148060,187620,41162,2016-05-05 00:00:00,70,70,right,low,medium,21,21,75,46,22,39,27,32,48,54,46,36,46,65,53,58,78,60,82,23,73,74,33,58,41,73,70,66,15,7,7,11,9
148077,144531,42098,2011-02-22 00:00:00,52,56,right,,_0,11,13,11,22,12,14,13,10,13,24,52,42,37,56,51,23,59,42,37,12,43,24,12,36,24,14,13,14,53,48,48,55,49
148083,114275,25771,2010-08-30 00:00:00,66,68,right,None,o,49,52,74,59,48,56,51,48,51,57,68,69,69,64,74,66,67,82,72,73,65,64,57,51,60,67,66,65,8,13,10,15,15
148088,108061,32597,2016-03-10 00:00:00,73,73,left,medium,medium,77,50,64,74,55,69,81,76,76,73,69,77,67,68,62,80,68,75,76,73,70,72,69,75,64,70,76,73,4,5,6,5,4
148119,213833,321970,2016-04-14 00:00:00,66,69,right,medium,medium,51,38,59,65,44,63,43,36,61,66,51,62,47,61,40,53,63,83,90,49,84,63,54,57,43,61,66,58,14,10,9,13,15
148136,184967,265412,2013-04-12 00:00:00,65,72,left,medium,medium,48,45,72,68,47,60,47,58,64,65,68,68,62,71,71,76,70,71,72,72,72,72,55,58,72,69,70,69,6,7,11,5,5
148145,142313,11329,2016-04-14 00:00:00,69,69,left,medium,high,72,45,69,65,60,61,54,54,62,66,61,62,65,65,73,65,70,71,63,64,67,68,37,60,59,70,75,74,6,12,12,12,15
148159,190517,178249,2012-08-31 00:00:00,66,72,right,medium,low,61,64,39,64,62,72,57,58,60,72,83,82,84,67,85,67,77,64,51,63,23,15,54,51,54,17,26,24,10,13,7,11,14
148168,189717,68226,2016-04-28 00:00:00,66,66,left,medium,medium,64,66,48,61,64,71,58,54,53,71,76,76,82,72,73,65,70,62,59,65,46,33,70,66,65,34,36,28,9,7,15,11,12
148182,205053,276290,2014-09-18 00:00:00,62,67,right,medium,medium,54,45,39,68,59,64,50,65,66,65,75,76,80,59,73,70,81,76,64,63,63,54,49,58,53,47,61,55,13,6,5,6,9
148200,211249,57082,2014-12-05 00:00:00,68,72,right,medium,high,52,42,72,65,48,66,56,40,62,64,71,77,52,64,61,67,75,78,86,55,84,71,52,53,49,68,71,68,9,11,8,5,8
148215,224115,568908,2015-04-10 00:00:00,61,71,right,medium,medium,58,41,54,64,41,56,46,45,61,58,70,77,65,58,80,62,65,64,44,44,66,61,53,48,52,59,61,60,7,8,12,6,7
148219,137267,49550,2015-12-17 00:00:00,67,67,right,high,high,54,59,69,70,59,65,55,48,67,68,69,72,67,71,74,80,82,82,75,60,86,64,66,62,63,65,66,67,8,6,8,6,10
148253,204555,50189,2016-05-12 00:00:00,77,77,left,high,medium,82,69,62,80,74,85,79,78,78,85,64,67,74,75,56,78,74,69,76,76,65,53,75,73,64,46,59,55,5,11,11,14,10
148285,209469,301812,2013-04-12 00:00:00,66,66,right,medium,medium,15,11,17,29,19,11,11,14,23,19,30,38,38,56,47,18,55,39,60,12,20,26,19,8,27,11,17,13,68,63,62,65,69
148289,157970,35453,2014-12-05 00:00:00,65,65,right,medium,medium,25,25,25,35,25,25,25,25,33,20,44,42,46,51,39,32,64,24,68,25,44,21,25,25,25,25,25,25,63,64,63,68,70
148301,156383,30863,2012-02-22 00:00:00,61,61,right,high,medium,53,53,52,63,58,64,54,66,58,68,54,52,70,64,74,64,73,51,62,65,69,51,58,69,62,46,53,40,12,13,12,12,10
148310,192534,163985,2015-09-21 00:00:00,63,63,right,medium,medium,11,13,19,14,13,16,18,14,13,20,44,42,53,45,50,14,53,42,72,10,40,12,13,35,13,20,18,13,65,64,68,67,64
148313,3622,30911,2016-04-07 00:00:00,78,78,right,medium,medium,48,48,81,74,52,51,55,36,65,64,33,46,48,71,63,53,70,32,75,39,84,80,51,52,38,81,80,72,16,13,8,12,12
148334,142137,43295,2010-08-30 00:00:00,66,70,left,None,o,60,58,68,71,63,60,42,66,67,64,68,64,64,69,68,69,74,73,75,71,68,60,48,68,69,63,62,59,6,5,11,15,10
148341,20209,30914,2016-02-04 00:00:00,74,74,right,low,high,41,25,78,53,35,48,25,28,47,55,52,55,58,67,64,70,88,67,84,32,85,74,56,45,40,75,74,77,14,15,7,8,13
148363,172652,42357,2013-04-19 00:00:00,66,66,left,medium,medium,69,56,52,69,42,67,68,65,65,70,64,65,72,72,72,67,60,48,67,62,60,60,66,70,59,60,58,55,9,13,11,7,15
148376,177993,45249,2016-03-03 00:00:00,68,68,right,medium,medium,51,46,65,69,49,61,57,44,63,68,51,49,60,69,66,60,55,64,75,54,75,73,61,62,43,68,65,64,10,16,9,10,15
148386,205077,163827,2016-02-25 00:00:00,69,73,right,medium,medium,47,42,64,69,39,68,45,45,65,65,57,61,60,65,59,62,55,81,77,49,75,70,55,59,48,66,71,65,14,11,11,7,9
148396,212213,300918,2016-04-21 00:00:00,71,76,right,medium,medium,66,58,58,68,65,79,65,51,61,77,68,73,77,69,83,61,62,73,56,63,66,72,71,64,83,73,74,72,9,16,6,8,14
